1648432962284,1234,1648431813000,37.256422,-122.229265,162.7,13,139,0.78,42249,42,1,0
1648432962747,1234,1648431869000,37.256302,-122.228258,118.2,9.8,79,1.24,42339,42,1,0
1648432963013,1234,1648431917000,37.256806,-122.227758,123.4,10.5,36,0.28,42411,42,1,0
1648432963615,1234,1648431972000,37.257171,-122.227082,124.4,9.5,132,0.9,42483,42,1,0
1648432963820,1234,1648432025000,37.257078,-122.226446,119.6,12.2,99,0.91,42540,42,1,0
1648432964000,1234,1648432087000,37.256884,-122.226015,89.8,32.6,0,0,42584,42,1,0
1648432964365,1234,1648432141000,37.25603,-122.225716,117.1,23.7,0,0,42683,42,1,0
1648432964658,1234,1648432207000,37.255829,-122.226073,117.8,38.8,0,0,42721,42,1,0
1648432964930,1234,1648432266000,37.254695,-122.225661,87.4,10.1,61,0.51,42852,42,1,0
1648432965216,1234,1648432338000,37.254621,-122.225113,84.9,34.5,0,0,42902,42,1,0
1648432965543,1234,1648432392000,37.254083,-122.224597,95.9,8.8,58,2.89,42977,42,1,0
1648432965740,1234,1648432450000,37.253795,-122.223971,104.3,11.6,133,0.44,43041,42,1,0
1648432965896,1234,1648432507000,37.25379,-122.223986,96.9,16,0,0,43042,42,1,0
1648432966105,1234,1648432553000,37.253492,-122.223256,108.2,7.5,128,0.76,43115,42,1,0
1648432966313,1234,1648432608000,37.253491,-122.222765,100.2,5.6,117,0.89,43158,42,1,0
1648432966526,1234,1648432661000,37.253114,-122.22239,78.5,10.1,310,0.84,43212,42,1,0
1648432966726,1234,1648432714000,37.253022,-122.221769,95.8,9.9,152,0.48,43268,42,1,0
1648432966898,1234,1648432767000,37.253317,-122.221178,94,10.5,40,0.95,43329,42,1,0
1648432967100,1234,1648432821000,37.253552,-122.221086,111.2,10.6,277,0.7,43357,42,1,0
1648432967352,1234,1648432873000,37.253855,-122.220998,121.4,9.4,87,0.75,43391,42,1,0
1648432967652,1234,1648432927000,37.254193,-122.221522,123.3,7.8,316,1.13,43451,42,1,0
1648432978548,1234,1648432978000,37.254316,-122.221207,116.9,12.8,43,0.46,43482,42,1,0
1648433032851,1234,1648433031000,37.254745,-122.221173,160.6,9.5,307,1.03,43530,42,1,0
1648433145976,1234,1648433137000,37.25539,-122.221956,157.2,7.1,289,0.68,43665,42,1,0
1648433178592,1234,1648433084000,37.255064,-122.222162,222.7,23,0,0,43624,42,1,0
1648433189015,1234,1648433187000,37.255345,-122.222457,176.7,10,262,1.46,43709,42,1,0
1648433242298,1234,1648433241000,37.255409,-122.222969,176.3,10.1,308,1.15,43755,42,1,0
1648433526431,1234,1648433295000,37.25589,-122.223019,171.7,10.5,15,1.07,43809,42,1,0
1648433526905,1234,1648433455000,37.257093,-122.222936,206.3,9.2,76,0.84,43951,42,1,0
1648433527228,1234,1648433511000,37.256707,-122.222683,211.1,11.4,93,0.49,43999,42,1,0
1648433527522,1234,1648433401000,37.256538,-122.223226,198.7,24.6,330,0.54,43884,42,1,0
1648433532342,1234,1648433351000,37.256264,-122.223091,187.3,13.5,94,0.48,43851,42,1,0
1648433569589,1234,1648433569000,37.256272,-122.222221,215.7,12.8,68,1.05,44062,42,1,0
1648433623214,1234,1648433622000,37.256927,-122.22209,217.8,6.6,9,2.32,44136,42,1,0
1648433673074,1234,1648433671000,37.257283,-122.222157,227.1,7.4,322,0.65,44176,42,1,0
1648433726215,1234,1648433725000,37.257868,-122.222178,231.2,6.7,26,1.1,44241,42,1,0
1648433778688,1234,1648433778000,37.257866,-122.222336,237.7,15.2,52,0.4,44255,42,1,0
1648433832692,1234,1648433831000,37.258595,-122.222251,259.7,6.6,8,0.88,44337,42,1,0
1648433883538,1234,1648433883000,37.259216,-122.221777,228.7,10.9,338,0.72,44417,42,1,0
1648433962636,1234,1648433936000,37.259498,-122.222093,263.2,6.3,8,0.47,44459,42,1,0
1648433989403,1234,1648433989000,37.260013,-122.222401,249.6,8.7,17,1.31,44523,42,1,0
1648434102996,1234,1648434094000,37.260674,-122.222412,269,8.6,1,0.72,44597,42,1,0
1648434119536,1234,1648434045000,37.260472,-122.222441,248.2,6.5,37,0.8,44574,42,1,0
1648434148564,1234,1648434147000,37.260935,-122.22242,243.6,9.3,34,1.39,44626,42,1,0
1648434200193,1234,1648434198000,37.26114,-122.222528,254.7,9.3,9,0.64,44650,42,1,0
1648434269124,1234,1648434252000,37.26133,-122.222705,269.5,6.3,295,0.49,44677,42,1,0
1648434309345,1234,1648434305000,37.261694,-122.223256,260,11,275,0.96,44740,42,1,0
1648434360714,1234,1648434358000,37.262236,-122.223381,264.8,8.1,357,0.87,44801,42,1,0
1648434412197,1234,1648434411000,37.262296,-122.223032,257.7,14.9,270,1.15,44833,42,1,0
1648434696709,1234,1648434517000,37.262945,-122.223338,259.7,14.4,12,0.88,44910,42,1,0
1648434697337,1234,1648434570000,37.263448,-122.223244,242.1,9.1,43,0.6,44966,42,1,0
1648434698026,1234,1648434624000,37.263909,-122.223323,228.9,18.2,0,0,45018,42,1,0
1648434698506,1234,1648434679000,37.264218,-122.223314,248,13.2,358,1.12,45052,42,1,0
1648434728983,1234,1648434727000,37.264523,-122.223002,242.2,6,23,0.78,45096,42,1,0
1648434756222,1234,1648434467000,37.262644,-122.22318,254.4,9.5,315,0.99,44874,42,1,0
1648434783595,1234,1648434782000,37.264754,-122.222477,250.7,6.2,75,1.07,45149,42,1,0
1648434834443,1234,1648434834000,37.265051,-122.222712,272.8,9,46,0.45,45188,42,1,0
1648434886702,1234,1648434886000,37.265047,-122.222878,295.3,12.7,241,0.61,45203,42,1,0
1648434939489,1234,1648434939000,37.26533,-122.22327,292.7,13.5,21,0.54,45250,42,1,0
1648434993279,1234,1648434993000,37.265762,-122.223428,287.8,5,344,1,45300,42,1,0
1648435045920,1234,1648435045000,37.26579,-122.223471,291.5,15.5,0,0,45305,42,1,0
1648435145259,1234,1648435099000,37.266453,-122.223741,286.5,9.4,291,0.52,45382,42,1,0
1648435152538,1234,1648435150000,37.266873,-122.223993,302.8,12.1,26,0.92,45434,42,1,0
1648435204638,1234,1648435203000,37.267257,-122.223791,301,6.4,62,0.58,45480,42,1,0
1648435255388,1234,1648435255000,37.267632,-122.22362,307.6,13.6,19,0.78,45525,42,1,0
1648435310563,1234,1648435309000,37.268149,-122.223578,309.3,9.3,337,1.08,45582,42,1,0
1648435361432,1234,1648435360000,37.268274,-122.2237,317.4,13,0,0,45600,42,1,0
1648435415509,1234,1648435414000,37.268703,-122.223575,307.5,6.1,21,0.96,45649,42,1,0
1648435465545,1234,1648435465000,37.269078,-122.223574,319.5,9.4,0,0,45691,42,1,0
1648435520622,1234,1648435520000,37.26931,-122.224013,327.3,8.9,0,0,45737,42,1,0
1648435570475,1234,1648435570000,37.269346,-122.223992,324.8,11.5,0,0,45742,42,1,0
1648435624814,1234,1648435624000,37.269934,-122.224091,321.7,4.6,349,0.56,45808,42,1,0
1648435674735,1234,1648435673000,37.270271,-122.224023,329.7,6.9,157,0.42,45846,42,1,0
1648435730009,1234,1648435728000,37.270513,-122.223949,333,7.3,352,0.77,45873,42,1,0
1648435781615,1234,1648435780000,37.271162,-122.224013,323.1,7,360,1.2,45946,42,1,0
1648435852531,1234,1648435843000,37.270705,-122.22441,288.4,38.6,0,0,46007,42,1,0
1648435886503,1234,1648435885000,37.271141,-122.224281,296.4,8.7,0,0,46057,42,1,0
1648435944370,1234,1648435942000,37.271158,-122.224281,297.6,19.9,0,0,46059,42,1,0
1648435995277,1234,1648435993000,37.271175,-122.224257,300.6,25.5,0,0,46062,42,1,0
1648436066694,1234,1648436046000,37.271185,-122.224238,302.4,7.7,0,0,46064,42,1,0
1648436100087,1234,1648436098000,37.271187,-122.224231,302.2,27,0,0,46065,42,1,0
1648436454638,1234,1648436155000,37.272333,-122.224375,300,14.8,171,1.08,46193,42,1,0
1648436455110,1234,1648436256000,37.273244,-122.224443,324.2,10.4,20,0.91,46295,42,1,0
1648436455595,1234,1648436307000,37.273575,-122.224743,315.3,8.7,25,1.01,46340,42,1,0
1648436455937,1234,1648436360000,37.274054,-122.224523,294.3,7.3,38,0.85,46397,42,1,0
1648436456387,1234,1648436411000,37.27457,-122.22449,272.1,8.3,21,0.76,46455,42,1,0
1648436460444,1234,1648436203000,37.272696,-122.224325,326,13,19,1.17,46233,42,1,0
1648436466033,1234,1648436464000,37.275071,-122.224725,275,5.3,31,0.86,46514,42,1,0
1648436518818,1234,1648436516000,37.275591,-122.224411,278.4,6.7,39,0.63,46578,42,1,0
1648436613642,1234,1648436569000,37.275885,-122.224389,287.9,3.8,0,0,46611,42,1,0
